Level,YearGroup,QuizId,QuizSequence,CheckinQuestionId,CheckoutQuestionId,QuestionSequence,ConstructId,SubjectId,SubjectName,QuestionSubjectIds
5,5,228512,37,130202,130222,1,424,230.0,Adding and Subtracting Fractions,"3,32,39,230"
5,5,228512,37,130203,130223,2,425,230.0,Adding and Subtracting Fractions,"3,32,39,230"
5,5,228512,37,130204,130224,3,432,230.0,Adding and Subtracting Fractions,"3,32,39,230"
5,5,228512,37,130205,130225,4,433,230.0,Adding and Subtracting Fractions,"3,32,39,230"
5,5,228512,37,130206,130226,5,433,230.0,Adding and Subtracting Fractions,"3,32,39,230"
5,5,226959,38,129071,129211,1,440,231.0,Multiplying Fractions,"3,32,39,231"
5,5,226959,38,129072,129212,2,442,231.0,Multiplying Fractions,"3,32,39,231"
5,5,226959,38,129073,129213,3,442,231.0,Multiplying Fractions,"3,32,39,231"
5,5,226959,38,129074,129214,4,444,231.0,Multiplying Fractions,"3,32,39,231"
5,5,226959,38,129075,129215,5,444,231.0,Multiplying Fractions,"3,32,39,231"
5,5,202610,39,75896,76044,1,366,237.0,Converting between Fractions and Decimals,"3,32,38,237"
5,5,202610,39,75897,120903,2,362,237.0,Converting between Fractions and Decimals,"3,32,38,237"
5,5,202610,39,103952,103956,3,366,237.0,Converting between Fractions and Decimals,"3,32,38,237"
5,5,202610,39,103953,103957,4,367,237.0,Converting between Fractions and Decimals,"3,32,38,237"
5,5,202610,39,103954,103958,5,368,237.0,Converting between Fractions and Decimals,"3,32,38,237"
5,5,228553,40,130247,130267,1,216,213.0,"Rounding to the Nearest Whole (10, 100, etc)","3,32,141,214"
5,5,228553,40,130248,130268,2,216,213.0,"Rounding to the Nearest Whole (10, 100, etc)","3,32,141,214"
5,5,228553,40,130249,130269,3,217,214.0,Rounding to Decimal Places,"3,32,141,214"
5,5,228553,40,130250,130270,4,217,214.0,Rounding to Decimal Places,"3,32,141,214"
5,5,228553,40,130251,130271,5,217,214.0,Rounding to Decimal Places,"3,32,141,214"
5,5,202116,41,103690,103701,1,301,223.0,Adding and Subtracting with Decimals,"3,32,36,223"
5,5,202116,41,103691,103702,2,301,223.0,Adding and Subtracting with Decimals,"3,32,36,223"
5,5,202116,41,103692,103703,3,302,223.0,Adding and Subtracting with Decimals,"3,32,36,223"
5,5,202116,41,103693,103704,4,306,223.0,Adding and Subtracting with Decimals,"3,32,36,223"
5,5,202116,41,103694,103705,5,306,223.0,Adding and Subtracting with Decimals,"3,32,36,223"
5,5,228622,42,130079,130098,1,39,202.0,Place Value,"3,32,144,202"
5,5,228622,42,130080,130099,2,308,224.0,Multiplying and Dividing with Decimals,"3,32,36,224"
5,5,228622,42,130081,130100,3,309,224.0,Multiplying and Dividing with Decimals,"3,32,36,224"
5,5,228622,42,130082,130101,4,315,224.0,Multiplying and Dividing with Decimals,"3,32,36,224"
5,5,228622,42,129135,129275,5,316,224.0,Multiplying and Dividing with Decimals,"3,32,144,202"
5,5,202710,43,101504,101520,1,371,238.0,Converting between Fractions and Percentages,"3,32,38,238"
5,5,202710,43,101505,101521,2,376,238.0,Converting between Fractions and Percentages,"3,32,38,238"
5,5,202710,43,101508,101524,3,376,238.0,Converting between Fractions and Percentages,"3,32,38,238"
5,5,202710,43,101509,101525,4,373,238.0,Converting between Fractions and Percentages,"3,32,38,238"
5,5,202710,43,101510,101526,5,371,238.0,Converting between Fractions and Percentages,"3,32,38,238"
5,5,232930,44,131356,133589,1,409,226.0,Equivalent Fractions,"3,32,39,226"
5,5,232930,44,131357,133590,2,572,233.0,Percentages of an Amount,"3,32,39,225"
5,5,232930,44,131358,133591,3,571,233.0,Percentages of an Amount,"3,32,44,233"
5,5,232930,44,131359,133592,4,573,233.0,Percentages of an Amount,"3,32,44,233"
5,5,232930,44,131360,133593,5,574,233.0,Percentages of an Amount,"3,32,44,233"
6,5,202289,45,103932,103941,1,381,239.0,Converting between Decimals and Percentages,"3,32,38,239"
6,5,202289,45,101503,101519,2,381,239.0,Converting between Decimals and Percentages,"3,32,38,239"
6,5,202289,45,103933,103942,3,385,239.0,Converting between Decimals and Percentages,"3,32,38,239"
6,5,202289,45,103934,103943,4,380,239.0,Converting between Decimals and Percentages,"3,32,38,239"
6,5,202289,45,103935,103944,5,384,239.0,Converting between Decimals and Percentages,"3,32,38,239"
6,5,202523,46,107575,107585,1,2012,195.0,Length Units,"3,71,98,195"
6,5,202523,46,107576,107586,2,2028,195.0,Length Units,"3,71,98,195"
6,5,202523,46,107577,107587,3,2028,195.0,Length Units,"3,71,98,195"
6,5,202523,46,107578,107588,4,2029,195.0,Length Units,"3,71,98,195"
6,5,202523,46,107579,124601,5,2031,195.0,Length Units,"3,71,98,195"
6,5,202104,47,107590,107600,1,2126,198.0,Weight Units,"3,71,98,198"
6,5,202104,47,107591,107601,2,2145,198.0,Weight Units,"3,71,98,198"
6,5,202104,47,107592,107602,3,2144,198.0,Weight Units,"3,71,98,198"
6,5,202104,47,107593,107603,4,2141,198.0,Weight Units,"3,71,98,198"
6,5,202104,47,107594,107604,5,2151,198.0,Weight Units,"3,71,98,198"
6,5,202526,48,107595,107605,1,2126,198.0,Weight Units,"3,71,98,198"
6,5,202526,48,107596,107606,2,2144,198.0,Weight Units,"3,71,98,198"
6,5,202526,48,107597,107607,3,2142,198.0,Weight Units,"3,71,98,198"
6,5,202526,48,107598,107608,4,2151,198.0,Weight Units,"3,71,98,198"
6,5,202526,48,107599,107609,5,2145,198.0,Weight Units,"3,71,98,198"
6,5,202032,49,93375,93390,1,3337,,,"3,71,73,74"
6,5,202032,49,93376,122099,2,1660,73.0,"Types, Naming and Estimating","3,71,73,74"
6,5,202032,49,93377,93392,3,1658,73.0,"Types, Naming and Estimating","3,71,73,74"
6,5,202032,49,76833,122100,4,1672,76.0,Bearings,"3,71,74,180"
6,5,202032,49,76831,78943,5,1892,190.0,Construct Angle,"3,71,74,180"
6,5,202033,50,93378,93393,1,1737,180.0,Measuring Angles,"3,71,74,180"
6,5,202033,50,93379,120798,2,1736,180.0,Measuring Angles,"3,71,74,180"
6,5,202033,50,93380,93395,3,1737,180.0,Measuring Angles,"3,71,74,180"
6,5,202033,50,93381,93396,4,1737,180.0,Measuring Angles,"3,71,74,180"
6,5,202033,50,93382,93397,5,1738,180.0,Measuring Angles,"3,71,74,180"
6,5,232938,51,131391,133624,1,2352,1988.0,Labelling Shapes,"3,71,88,174"
6,5,232938,51,131392,133625,2,3233,181.0,"Basic Angle Facts (straight line, opposite, around a point, etc)","3,71,73,74"
6,5,232938,51,131393,133626,3,1662,73.0,"Types, Naming and Estimating","3,71,73,74"
6,5,232938,51,131394,133627,4,1754,182.0,Angle Facts with Parallel Lines,"3,71,88,174"
6,5,232938,51,131395,133628,5,3207,84.0,Properties of Polygons,"3,71,84,174"
6,5,202466,52,93419,93434,1,1744,181.0,"Basic Angle Facts (straight line, opposite, around a point, etc)","3,71,74,181"
6,5,202466,52,76838,78961,2,1744,181.0,"Basic Angle Facts (straight line, opposite, around a point, etc)","3,71,74,181"
6,5,202466,52,76839,78962,3,1744,181.0,"Basic Angle Facts (straight line, opposite, around a point, etc)","3,71,74,181"
6,5,202466,52,76840,120896,4,1743,181.0,"Basic Angle Facts (straight line, opposite, around a point, etc)","3,71,74,181"
6,5,202466,52,76841,78964,5,1743,181.0,"Basic Angle Facts (straight line, opposite, around a point, etc)","3,71,74,181"
6,5,202228,53,107544,107552,1,2610,655.0,Missing Lengths,"3,71,178,655"
6,5,202228,53,107545,107553,2,2610,655.0,Missing Lengths,"3,71,178,655"
6,5,202228,53,107548,107556,3,2610,655.0,Missing Lengths,"3,71,178,655"
6,5,202228,53,107549,107557,4,2610,655.0,Missing Lengths,"3,71,178,655"
6,5,202228,53,107550,107558,5,2610,655.0,Missing Lengths,"3,71,178,655"
6,5,228613,54,129097,129237,1,3207,84.0,Properties of Polygons,"3,71,174,1213"
6,5,228613,54,129098,129238,2,3207,84.0,Properties of Polygons,"3,71,174,1213"
6,5,228613,54,130108,130104,3,3207,84.0,Properties of Polygons,"3,71,84,174"
6,5,228613,54,130109,130105,4,3207,84.0,Properties of Polygons,"3,71,84,174"
6,5,228613,54,129099,129239,5,3207,84.0,Properties of Polygons,"3,71,174,1213"
7,5,201910,55,75995,76143,1,2210,209.0,Time,"3,71,98,209"
7,5,201910,55,75996,124600,2,2208,209.0,Time,"3,71,98,209"
7,5,201910,55,75997,76145,3,2211,209.0,Time,"3,71,98,209"
7,5,201910,55,75998,76146,4,2253,209.0,Time,"3,71,98,209"
7,5,201910,55,75999,76147,5,3065,209.0,Time,"3,71,98,209"
7,5,202463,56,76000,76148,1,3067,209.0,Time,"3,71,98,209"
7,5,202463,56,89231,89245,2,2252,209.0,Time,"3,71,98,209"
7,5,202463,56,89232,120895,3,2213,209.0,Time,"3,71,98,209"
7,5,202463,56,89233,89247,4,2254,209.0,Time,"3,71,98,209"
7,5,202463,56,89234,89248,5,2253,209.0,Time,"3,71,98,209"
7,5,226966,57,129100,129240,1,2227,209.0,Time,"3,71,98,209"
7,5,226966,57,129101,129241,2,2229,209.0,Time,"3,71,98,209"
7,5,226966,57,129102,129242,3,2230,209.0,Time,"3,71,98,209"
7,5,226966,57,129103,129243,4,2232,209.0,Time,"3,71,98,209"
7,5,226966,57,129104,129244,5,2233,209.0,Time,"3,71,98,209"
7,5,202465,58,76003,76151,1,2256,209.0,Time,"3,71,98,209"
7,5,202465,58,76004,76152,2,2257,209.0,Time,"3,71,98,209"
7,5,202465,58,76005,76153,3,2257,209.0,Time,"3,71,98,209"
7,5,202465,58,76006,76154,4,2252,209.0,Time,"3,71,98,209"
7,5,202465,58,95802,95838,5,2257,209.0,Time,"3,71,98,209"
7,5,228603,59,129999,130039,1,55,202.0,Place Value,"3,32,144,202"
7,5,228603,59,130000,130040,2,56,202.0,Place Value,"3,32,144,202"
7,5,228603,59,130001,130041,3,59,202.0,Place Value,"3,32,144,202"
7,5,228603,59,130002,130042,4,60,202.0,Place Value,"3,32,144,202"
7,5,228603,59,130003,130043,5,60,202.0,Place Value,"3,32,144,202"
7,5,202491,60,108050,108060,1,2077,197.0,Volume and Capacity Units,"3,71,98,197"
7,5,202491,60,108051,108061,2,2113,197.0,Volume and Capacity Units,"3,71,98,197"
7,5,202491,60,108052,108062,3,2113,197.0,Volume and Capacity Units,"3,71,98,197"
7,5,202491,60,108053,108063,4,2113,197.0,Volume and Capacity Units,"3,71,98,197"
7,5,202491,60,108054,108064,5,2113,197.0,Volume and Capacity Units,"3,71,98,197"
7,5,226963,61,129087,129227,1,2080,197.0,Volume and Capacity Units,"3,71,100,189"
7,5,226963,61,129088,129228,2,2087,197.0,Volume and Capacity Units,"3,71,100,189"
7,5,226963,61,129089,129229,3,2087,197.0,Volume and Capacity Units,"3,71,100,189"
7,5,226963,61,129090,129230,4,2295,189.0,Volume of Prisms,"3,71,100,189"
7,5,226963,61,129091,129231,5,2295,189.0,Volume of Prisms,"3,71,100,189"
8,6,228615,62,130064,130083,1,28,202.0,Place Value,"3,32,144,202"
8,6,228615,62,130065,130084,2,29,202.0,Place Value,"3,32,144,202"
8,6,228615,62,130066,130085,3,30,202.0,Place Value,"3,32,144,202"
8,6,228615,62,130067,130086,4,31,202.0,Place Value,"3,32,144,202"
8,6,228615,62,130068,130087,5,32,202.0,Place Value,"3,32,144,202"
8,6,233680,63,129216,129076,1,39,202.0,Place Value,"3,32,144,202"
8,6,233680,63,132179,132071,2,296,222.0,Ordering Decimals,"3,32,36,222"
8,6,233680,63,132162,132072,3,298,222.0,Ordering Decimals,"3,32,36,49,59,222"
8,6,233680,63,75905,76053,4,297,222.0,Ordering Decimals,"3,32,36,222"
8,6,233680,63,103670,103680,5,299,222.0,Ordering Decimals,"3,32,36,222"
8,6,226969,64,129115,129255,1,206,213.0,"Rounding to the Nearest Whole (10, 100, etc)","3,32,141,213"
8,6,226969,64,129116,129256,2,207,213.0,"Rounding to the Nearest Whole (10, 100, etc)","3,32,141,213"
8,6,226969,64,129117,129257,3,208,213.0,"Rounding to the Nearest Whole (10, 100, etc)","3,32,141,213"
8,6,226969,64,129118,129258,4,209,213.0,"Rounding to the Nearest Whole (10, 100, etc)","3,32,141,213"
